"タブ名","第1層イニシャル","第1層","第1層説明","編集用シート","第2層","第2層説明","第2層メモ","第3層","UID","第4層","メモ"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxirtg","頭頸部リンパ節の診察ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxirtk","胸部の視診、触診、打診ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxirto","呼吸音と副雑音の聴診ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxirts","心音と心雑音の聴診ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxirtw","腹部の視診、聴診ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxirt0","圧痛、腹膜刺激徴候、筋性防御の有無を判断できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxirt4","区分に応じて腹部の打診、触診ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxirt8","腹水の有無を判断できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","JkxiruA","腸雑音、血管雑音の聴診ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","JkxiruE","背部の叩打痛を確認できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","JkxiruI","直腸（前立腺を含む）指診を実演できる。","実施できる→実演できるでは?(近藤)"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","JkxiruM","乳房の診察を実演できる。","実施できる→実演できるでは?(近藤)"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","JkxiruQ","意識レベルを判定できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","JkxiruU","脳神経系の診察ができる（眼底検査を含む）。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","JkxiruY","腱反射の診察ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxiruc","小脳機能・運動系の診察ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxirug","感覚系（痛覚、温度覚、触覚、深部感覚）の診察ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxiruk","髄膜刺激所見（項部硬直、Kernig徴候）を確認できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxiruo","四肢と脊柱（弯曲、疼痛）の診察ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxiruw","関節（可動域、腫脹、疼痛、変形）の診察ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxiru0","筋骨格系の診察（徒手筋力テスト）ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者の情報収集","患者本人、家族、医療スタッフなど関係する様々なリソースを活用し、診療に必要な情報を収集できる。","メモ","身体所見","Jkxiru4","基本診療科[^table:基本診療科]において診察技能ができる。","以下から統合(脳神経外科,泌尿器科,麻酔科,リハビリテーション科,眼科,歯科口腔外科,皮膚科,病理診断科,臨床検査科,放射線科,耳鼻咽喉科,形成外科,整形外科,その他)(近藤)"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","カルテ記載","Jkxiru8","適切に患者の情報を収集し、問題志向型医療記録<POMR>を作成できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","カルテ記載","JkxirvA","診療経過を主観的所見・客観的所見・評価・計画<SOAP>で記載できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","カルテ記載","JkxirvE","過去の診療経過をまとめてカルテに記載できる","新設、第2層「情報収集」に存在した第3層「検査結果」及び「治療経過」は過去の資料の収集を意図したものであったため、「カルテ記載」に移動した(近藤)"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","JkxirvI","基本症候[^table:基本症候]について原因と病態生理を説明できる。","病態生理"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","JkxirvM","基本症候[^table:基本症候]について鑑別診断を検討し、診断の要点を説明できる。","診断の要点と、鑑別診断を統合"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","JkxirvQ","診断仮説を検証するために、診断仮説に基づいた情報収集を実施できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","JkxirvU","症例に関する情報を収集・分析できる。","具体的に何を示すか不明、削除も検討(近藤)"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","JkxirvY","得られた情報を基に、その症例の問題点を抽出できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","Jkxirvc","病歴と身体所見等の情報を統合して、鑑別診断ができる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","Jkxirvg","基本診療科[^table:基本診療科]でのそれぞれの状況を考慮して主訴からの診断推論を組み立てられる","以下から統合小児科,脳神経外科,,臨床検査科,耳鼻咽喉科,産婦人科,皮膚科,形成外科,整形外科,小児の診察,その他,泌尿器科,麻酔科,歯科口腔外科,眼科,病理診断科,放射線科,精神科,内科"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","Jkxirvk","基本診療科[^table:基本診療科]における疾患の病態や疫学を説明できる","以下から統合、小児科,脳神経外科,臨床検査科,耳鼻咽喉科,産婦人科,皮膚科,形成外科,整形外科,小児の診察,その他,泌尿器科,麻酔科,歯科口腔外科,眼科,病理診断科,リハビリテーション科,放射線科,精神科,内科"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","Jkxirvo","複数の臓器にまたがる問題を統合する視点を獲得する。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","Jkxirvs","主訴からの診断推論を組み立てる、又はたどる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","Jkxirvw","薬物によるアナフィラキシーショックの症候、診断、対処法を説明できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","Jkxirv0","女性の健康問題に関する理解を深める。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","Jkxirv4","病歴・身体診察を重視した診断推論（診断がつかない場合を含む）を組み立てる、又はたどる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","Jkxirv8","呼吸、循環を安定化するための初期治療を学ぶ。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","臨床推論","JkxirwA","症候をベースとした診断推論を組み立てる、又はたどる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","JkxirwE","小児の成長・発達の評価を評価できる。","身体所見と検査結果の2要素ありそう（小松）"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","JkxirwI","臨床検査の目的と意義を説明でき、必要最小限の検査項目を選択できる。","第3層を検査の計画、分析、評価でまとめてしまうか。"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","JkxirwM","臨床検査の正しい検体採取方法と検体保存方法を説明できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","JkxirwQ","臨床検査の安全な実施方法（患者確認と検体確認、検査の合併症、感染症予防、精度管理）を説明できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","JkxirwU","病態を推察する基本的検査と確定診断のための検査の意義・相違点を理解・説明できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","JkxirwY","血算、凝固・線溶検査、尿・糞便検査、生化学検査の目的と適応を説明し、結果を解釈できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","Jkxirwc","免疫血清学検査、輸血検査の目的と適応を説明し、結果を解釈できる。","計画と解釈両方を含んでいる(近藤)"
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","Jkxirwg","染色体・遺伝子検査の目的と適応を説明し、結果を解釈できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","Jkxirwk","病理組織検査、細胞診検査、フローサイトメトリの意義を説明できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","Jkxirwo","診断に必要な臨床情報の適切な提供法を説明できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","Jkxirws","術中迅速診断の利点、欠点を説明できる。",""
"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","https://docs.google.com/spreadsheets/d/11py0JfPnChRLp7_cmZUZVdLX8vNVdeUZ8MV-ph7uq-I/edit#gid=967045629","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","Jkxirww","デジタル画像を用いた病理診断（遠隔診断を含む）の利点、欠点を説明できる。",""
