"index","第1層（大項目）","第2層（中項目）","第3層（小項目）","第4層（細小項目）","第5層（学修目標）"
795.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(5) 尿細管・間質性疾患","①急性・慢性腎盂腎炎の病因、症候、診断と治療を説明できる。"
796.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(5) 尿細管・間質性疾患","②急性・慢性尿細管間質性腎炎の病因、症候、診断と治療を説明できる。"
797.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(6) 全身性疾患による腎障害","①糖尿病腎症の症候、診断と治療を説明できる。"
798.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(6) 全身性疾患による腎障害","②ループス腎炎の症候、診断と治療を説明できる。"
799.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(6) 全身性疾患による腎障害","③アミロイド腎症の症候、診断と治療を説明できる。"
800.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(6) 全身性疾患による腎障害","④膠原病類縁疾患（血管炎症候群、抗糸球体基底膜(glomerular basement membrane <GBM>)病（Goodpasture症候群））の腎病変を説明できる。"
801.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(6) 全身性疾患による腎障害","⑤IgA血管炎（紫斑病性腎炎）を概説できる。"
802.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(7) 先天異常と外傷","①腎尿路の主な先天異常（多発性嚢胞腎、膀胱尿管逆流）を概説できる。"
803.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(7) 先天異常と外傷","②腎外傷の症候、診断と治療を説明できる。"
804.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(8) 尿路疾患","①尿路結石の病因、症候、診断と治療を説明できる。"
805.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(8) 尿路疾患","②尿路の炎症（膀胱炎・前立腺炎・尿道炎）の病因、診断と治療を説明できる。"
806.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(8) 尿路疾患","③神経因性膀胱を概説できる。"
807.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(9) 腫瘍性疾患","①腎癌の症候、病理所見、診断、治療を説明できる。"
808.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-8 腎・尿路系（体液・電解質バランスを含む）","D-8-4) 疾患","D-8-4)-(9) 腫瘍性疾患","②膀胱癌を含む尿路上皮癌の症候、診断、治療を説明できる。"
809.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-1) 構造と機能","なし","①生殖腺の発生と性分化の過程を説明できる。"
810.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-1) 構造と機能","なし","②男性生殖器の発育の過程を説明できる。"
811.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-1) 構造と機能","なし","③男性生殖器の形態と機能を説明できる。"
812.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-1) 構造と機能","なし","④精巣の組織構造と精子形成の過程を説明できる。"
813.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-1) 構造と機能","なし","⑤陰茎の組織構造と勃起・射精の機序を説明できる。"
814.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-1) 構造と機能","なし","⑥女性生殖器の発育の過程を説明できる。"
815.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-1) 構造と機能","なし","⑦女性生殖器の形態と機能を説明できる。"
816.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-1) 構造と機能","なし","⑧性周期発現と排卵の機序を説明できる。"
817.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-1) 構造と機能","なし","⑨閉経の過程と疾病リスクの変化を説明できる。"
818.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-2) 診断と検査の基本","D-9-2)-(1) 男性生殖器","①精巣と前立腺の検査法（尿路造影、超音波検査、コンピュータ断層撮影<CT>、磁気共鳴画像法<MRI>）の適応と異常所見を説明し、結果を解釈できる。"
819.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-2) 診断と検査の基本","D-9-2)-(2) 女性生殖器","①血中ホルモン（卵胞刺激ホルモン(follicle-stimulating hormone <FSH>)、黄体形成ホルモン(luteinizing hormone <LH>)、プロラクチン、ヒト絨毛性ゴナドトロピン(human chorionic gonadotropin <hCG>、エストロゲン、プロゲステロン）測定値を評価できる。"
820.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-2) 診断と検査の基本","D-9-2)-(2) 女性生殖器","②骨盤内臓器と腫瘍の画像診断（超音波検査、コンピュータ断層撮影<CT>、磁気共鳴画像法<MRI>、子宮卵管造影(hysterosalpingography <HSG>)所見を概説できる。"
821.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-2) 診断と検査の基本","D-9-2)-(2) 女性生殖器","③基礎体温の所見を説明できる。"
822.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-2) 診断と検査の基本","D-9-2)-(2) 女性生殖器","④腟分泌物の所見を説明できる。"
823.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(1) 男性生殖器の主要症候","①勃起不全と射精障害を概説できる。"
824.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(1) 男性生殖器の主要症候","②精巣機能障害を概説できる。"
825.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(2) 男性生殖器のその他の症候","①腹痛"
826.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(2) 男性生殖器のその他の症候","②腹部膨隆（腹水を含む）・膨満・腫瘤"
827.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(2) 男性生殖器のその他の症候","③血尿・タンパク尿"
828.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(2) 男性生殖器のその他の症候","④尿量・排尿の異常"
829.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(3) 女性生殖器の主要症候","①不正性器出血、腟分泌物（帯下）の増量、腟乾燥感、性交痛、乳汁漏出症をきたす疾患を列挙し、その病態を説明できる。"
830.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(4) 女性生殖器のその他の症候","①貧血"
831.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(4) 女性生殖器のその他の症候","②腹痛"
832.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(4) 女性生殖器のその他の症候","③腹部膨隆（腹水を含む）・膨満・腫瘤"
833.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(4) 女性生殖器のその他の症候","④尿量・排尿の異常"
834.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-3) 症候","D-9-3)-(4) 女性生殖器のその他の症候","⑤月経異常・無月経"
835.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(1) 男性生殖器疾患","①男性不妊症を概説できる。"
836.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(1) 男性生殖器疾患","②前立腺肥大症の診断と治療を説明できる。"
837.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(1) 男性生殖器疾患","③停留精巣、陰嚢内腫瘤を概説できる。"
838.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(2) 女性生殖器疾患","①内外生殖器の先天異常を説明できる。"
839.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(2) 女性生殖器疾患","②卵巣機能障害、更年期障害を概説できる。"
840.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(2) 女性生殖器疾患","③不妊症の系統診断と治療を説明できる。"
841.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(2) 女性生殖器疾患","④子宮筋腫・子宮腺筋症の症候、診断と治療を概説できる。"
842.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(2) 女性生殖器疾患","⑤子宮内膜症の症候、診断と治療を説明できる。"
843.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(2) 女性生殖器疾患","⑥外陰、腟と骨盤内感染症の症候、診断と治療を説明できる。"
844.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(3) 腫瘍性疾患","①前立腺癌の症候、病理所見、診断、治療を説明できる。"
845.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(3) 腫瘍性疾患","②精巣腫瘍の症候、診断、治療を説明できる。"
846.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(3) 腫瘍性疾患","③子宮頸癌・子宮体癌（子宮内膜癌）の予防、症候、病理所見、診断、治療を説明できる。"
847.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(3) 腫瘍性疾患","④卵巣腫瘍（卵巣癌、卵巣嚢腫）の症候、病理所見、診断、治療を説明できる。"
848.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-9 生殖機能","D-9-4) 疾患","D-9-4)-(3) 腫瘍性疾患","⑤絨毛性疾患（胞状奇胎、絨毛癌）の症候、診断、治療を説明できる。"
849.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-1) 診断と検査の基本","なし","①妊娠の診断法を説明できる。"
850.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-1) 診断と検査の基本","なし","②妊娠に伴う身体的変化を概説できる。"
851.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-1) 診断と検査の基本","なし","③胎児・胎盤検査法（超音波検査、分娩監視装置による）の意義を説明できる。"
852.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-1) 診断と検査の基本","なし","④羊水検査法の意義と異常所見を説明できる。"
853.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-2) 症候","なし","①腹痛"
854.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-2) 症候","なし","②悪心・嘔吐"
855.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-2) 症候","なし","③腹部膨隆（腹水を含む）・膨満・腫瘤"
856.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-3) 正常妊娠・分娩・産褥","なし","①妊娠・分娩・産褥での母体の解剖学的と生理学的変化を説明できる。"
857.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-3) 正常妊娠・分娩・産褥","なし","②胎児・胎盤系の発達過程での機能・形態的変化を説明できる。"
858.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-3) 正常妊娠・分娩・産褥","なし","③正常妊娠の経過を説明できる。"
859.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-3) 正常妊娠・分娩・産褥","なし","④正常分娩の経過を説明できる。"
860.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-3) 正常妊娠・分娩・産褥","なし","⑤産褥の過程を説明できる。"
861.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-3) 正常妊娠・分娩・産褥","なし","⑥育児に伴う母体の構造的・生理的な変化、精神問題を説明できる。"
862.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-3) 正常妊娠・分娩・産褥","なし","⑦母子保健の意義を医学的に説明できる。"
863.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-3) 正常妊娠・分娩・産褥","なし","⑧妊娠時の薬物療法の注意点を説明できる。"
864.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-4) 疾患","なし","①主な異常妊娠（流産、切迫流産、子宮外妊娠（異所性妊娠）、妊娠高血圧症候群、多胎妊娠、胎児発育不全）の病態を説明できる。"
865.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-4) 疾患","なし","②主な異常分娩（早産、微弱陣痛、遷延分娩、回旋異常、前置胎盤、癒着胎盤、常位胎盤早期剥離、弛緩出血、分娩外傷）の病態を説明できる。"
866.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-4) 疾患","なし","③主な異常産褥（子宮復古不全、産褥熱、乳腺炎）の病態を説明できる。"
867.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-4) 疾患","なし","④産科救急（産科出血、播種性血管内凝固<DIC>）の病態と治療を説明できる。"
868.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-4) 疾患","なし","⑤主な合併症妊娠（耐糖能異常、甲状腺疾患、血液型不適合妊娠、toxoplasmosis, other agents, rubella, cytomegalovirus, herpes simplex <TORCH>症候群）の病態を説明できる。"
869.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-5) 産科手術","なし","①人工妊娠中絶の適応を説明できる。"
870.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-10 妊娠と分娩","D-10-5) 産科手術","なし","②帝王切開術の適応を説明できる。"
871.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-11 乳房","D-11-1) 構造と機能","なし","①乳房の構造と機能を説明できる。"
872.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-11 乳房","D-11-1) 構造と機能","なし","②成長発達に伴う乳房の変化を説明できる。"
873.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-11 乳房","D-11-1) 構造と機能","なし","③乳汁分泌に関するホルモンの作用を説明できる。"
874.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-11 乳房","D-11-2) 診断と検査の基本","なし","①乳房腫瘤の画像診断（乳房撮影、超音波検査、磁気共鳴画像法<MRI>）を概説できる。"
875.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-11 乳房","D-11-2) 診断と検査の基本","なし","②乳房腫瘤に対する細胞・組織診断法を概説できる。"
876.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-11 乳房","D-11-3) 症候","なし","①乳房腫瘤、異常乳汁分泌（血性乳頭分泌）と乳房の腫脹・疼痛・変形をきたす主な病因を列挙できる。"
877.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-11 乳房","D-11-4) 疾患","D-11-4)-(1) 良性乳腺疾患","①良性乳腺疾患の種類を列挙できる。"
878.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-11 乳房","D-11-4) 疾患","D-11-4)-(1) 良性乳腺疾患","②女性化乳房を概説できる。"
879.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-11 乳房","D-11-4) 疾患","D-11-4)-(2) 腫瘍性疾患","①乳癌の危険因子、症候、病理所見、診断、治療と予後を説明できる。"
880.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-1) 構造と機能","なし","①ホルモンを構造から分類し作用機序と分泌調節機能を説明できる。"
881.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-1) 構造と機能","なし","②各内分泌器官の位置を図示し、そこから分泌されるホルモンを列挙できる。"
882.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-1) 構造と機能","なし","③視床下部ホルモン・下垂体ホルモンの名称、作用と相互関係を説明できる。"
883.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-1) 構造と機能","なし","④甲状腺と副甲状腺（上皮小体）から分泌されるホルモンの作用と分泌調節機構を説明できる。"
884.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-1) 構造と機能","なし","⑤副腎の構造と分泌されるホルモンの作用と分泌調節機構を説明できる。"
885.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-1) 構造と機能","なし","⑥膵島から分泌されるホルモンの作用を説明できる。"
886.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-1) 構造と機能","なし","⑦男性ホルモン・女性ホルモンの合成・代謝経路と作用を説明できる。"
887.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-1) 構造と機能","なし","⑧三大栄養素、ビタミン、微量元素の消化吸収と栄養素の生物学的利用効率(bioavailability)を説明できる。"
888.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-1) 構造と機能","なし","⑨糖質・タンパク質・脂質の代謝経路と相互作用を説明できる。"
889.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-2) 診断と検査の基本","なし","①ホルモンの過剰または欠乏がもたらす身体症状を説明できる。"
890.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-2) 診断と検査の基本","なし","②血中ホルモン濃度に影響を与える因子を列挙できる。"
891.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-2) 診断と検査の基本","なし","③ホルモンの日内変動の例を挙げて説明できる。"
892.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-2) 診断と検査の基本","なし","④ホルモン分泌刺激試験と抑制試験の原理と反応の型を説明できる。"
893.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-2) 診断と検査の基本","なし","⑤エネルギー摂取の過剰または欠乏がもたらす身体症状を説明できる。"
894.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-3) 症候","D-12-3)-(1) 低身長","①低身長をきたす疾患を列挙し、その病態生理を説明できる。"
895.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-3) 症候","D-12-3)-(2) 甲状腺腫","①甲状腺腫を分類し、疾患を列挙できる。"
896.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-3) 症候","D-12-3)-(2) 甲状腺腫","②甲状腺の触診ができる。"
897.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-3) 症候","D-12-3)-(3) その他の症候","①肥満・やせ"
898.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-3) 症候","D-12-3)-(3) その他の症候","②月経異常"
899.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(1) 視床下部・下垂体疾患","①Cushing病の病態と診断を説明できる。"
900.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(1) 視床下部・下垂体疾患","②先端巨大症を概説できる。"
901.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(1) 視床下部・下垂体疾患","③汎下垂体機能低下症を概説できる。"
902.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(1) 視床下部・下垂体疾患","④尿崩症を概説できる。"
903.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(1) 視床下部・下垂体疾患","⑤成長ホルモン分泌不全性低身長症を概説できる。"
904.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(1) 視床下部・下垂体疾患","⑥高プロラクチン血症を概説できる。"
905.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(1) 視床下部・下垂体疾患","⑦抗利尿ホルモン不適合分泌症候群(syndrome of inappropriate secretion of antidiuretic hormone <SIADH>)を概説できる。"
906.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(2) 甲状腺疾患","①Basedow病の病態、症候、診断と治療を説明できる。"
907.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(2) 甲状腺疾患","②甲状腺炎（慢性・亜急性）を概説できる。"
908.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(2) 甲状腺疾患","③甲状腺機能低下症の症候、診断と治療を説明できる。"
909.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(3) 副甲状腺疾患とカルシウム代謝異常","①カルシウム代謝の異常を疾患と関連付けて説明できる。"
910.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(3) 副甲状腺疾患とカルシウム代謝異常","②副甲状腺機能亢進症と副甲状腺機能低下症の病因、病態、症候と診断を説明できる。"
911.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(3) 副甲状腺疾患とカルシウム代謝異常","③悪性腫瘍に伴う高Ca血症を概説できる。"
912.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(3) 副甲状腺疾患とカルシウム代謝異常","④偽性副甲状腺機能低下症を概説できる。"
913.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(4) 副腎皮質・髄質疾患","①Cushing症候群の病態、症候と診断を説明できる。"
914.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(4) 副腎皮質・髄質疾患","②アルドステロン過剰症、原発性アルドステロン症を概説できる。"
915.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(4) 副腎皮質・髄質疾患","③副腎不全（急性・慢性（Addison病））の病因、病態生理、症候、診断と治療を説明できる。"
916.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(4) 副腎皮質・髄質疾患","④先天性副腎（皮質）過形成を概説できる。"
917.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(5) 糖代謝異常","①糖尿病の病因、病態生理、分類、症候と診断を説明できる。"
918.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(5) 糖代謝異常","②糖尿病の急性合併症を説明できる。"
919.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(5) 糖代謝異常","③糖尿病の慢性合併症を列挙し、概説できる。"
920.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(5) 糖代謝異常","④糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。"
921.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(5) 糖代謝異常","⑤低血糖症を概説できる。"
922.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(6) 脂質代謝異常","①脂質異常症（高脂血症）の分類、病因と病態を説明できる。"
923.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(6) 脂質代謝異常","②脂質異常症（高脂血症）の予防と治療を説明できる。"
924.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(7) タンパク質及び核酸代謝異常","①血清タンパク質の異常を概説できる。"
925.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(7) タンパク質及び核酸代謝異常","②高尿酸血症・痛風の病因と病態を説明できる。"
926.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(8) ビタミン・微量元素の欠乏と過剰","①ビタミン・微量元素の欠乏症と過剰症を概説できる。"
927.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(9) 先天性代謝異常","①ヘモクロマトーシスを概説できる。"
928.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(9) 先天性代謝異常","②ポルフィリアを概説できる。"
929.0,"D 人体各器官の正常構造と機能、病態、診断、治療","D-12 内分泌・栄養・代謝系","D-12-4) 疾患","D-12-4)-(9) 先天性代謝異常","③Wilson病を概説できる。"
