"第2層","第3層","第4層","UID","H28対応項目","第4層(技術参与清書)","第4層(20220302査読直前)","H28表記","修正提案(20220302)","査読コメント(20220302)","チームからの返信
（原案どおりなら１、修正案に賛成なら２）","チームからのコメント（あれば）","第4層(計算列)","メモ","査読に対するコメント","査読への返答","A","B","C","D","E","F","G","H","I","Unnamed: 25"
"人生の視点とアプローチ","学童期・思春期・青年期・成人期","思春期・青年期と関連する課題（生殖、いのち等に関わる課題）について理解している。","Jkxpsus","E-07-04-na-02","思春期・青年期と関連する課題（生殖、いのち等に関わる課題）の知識を臨床現場で活用できる。","思春期・青年期と関連する課題(生殖、いのちなどに関わる課題)の知識を臨床現場で活用できる。","思春期と関連した精神保健上の問題を列挙できる。","思春期・青年期と関連する課題（生殖、いのち等に関わる課題）について理解している。","理解している、に変更",2.0,"","思春期・青年期と関連する課題（生殖、いのち等に関わる課題）について理解している。","修正","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","「個別の事例を分析できる」がやや漠然としているので、「〜を活用して、個別の事例を評価し、問題点を挙げ、その対応を説明できる」","","","","","","",""
"人生の視点とアプローチ","学童期・思春期・青年期・成人期","成人期と関連する課題（メンタルヘルス、仕事、不妊等に関わる課題）について理解している。","Jkxpsuw","E-07-04-na-02","成人期と関連する課題（メンタルヘルス、仕事、不妊等に関わる課題）の知識を臨床現場で活用できる。","成人期と関連する課題(メンタルヘルス、仕事、不妊などに関わる課題)の知識を臨床現場で活用できる。","思春期と関連した精神保健上の問題を列挙できる。","成人期と関連する課題（メンタルヘルス、仕事、不妊等に関わる課題）について理解している。","理解している、に変更",2.0,"","成人期と関連する課題（メンタルヘルス、仕事、不妊等に関わる課題）について理解している。","修正","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","「個別の事例を分析できる」がやや漠然としているので、「〜を活用して、個別の事例を評価し、問題点を挙げ、その対応を説明できる」","","","","","","",""
"人生の視点とアプローチ","壮年期・老年期","加齢に伴う臓器や身体機能の変化、それに伴う生理的変化について理解している。","Jkxpsu0","E-08-01-na-01, C-05-06-na-03","加齢に伴う臓器や身体機能の変化、それに伴う生理的変化の知識を臨床現場で活用できる。","加齢に伴う臓器や身体機能の変化、それに伴う生理的変化の知識を臨床現場で活用できる。","老化学説、老化制御、加齢に伴う臓器の構造的・機能的変化を説明でき、これによる予備能の低下等患者にもたらされる生理的変化を説明できる。,知能の発達と経年変化を概説できる。","加齢に伴う臓器や身体機能の変化、それに伴う生理的変化について理解している。","理解している、に変更",2.0,"","加齢に伴う臓器や身体機能の変化、それに伴う生理的変化について理解している。","修正 ※査読に対する回答として、この項目に　C-05-06-na-03　のidを付与しました。（遠藤）","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","心理的変化や知能は？「個別の事例を分析できる」がやや漠然としているので、「〜を活用して、個別の事例を評価し、問題点を挙げ、その対応を説明できる」","","","","","","",""
"人生の視点とアプローチ","壮年期・老年期","高齢者総合機能評価（CGA）を実施できる。","Jkxpsu4","E-08-01-na-02","高齢者総合機能評価（CGA）を実施できる。","高齢者総合機能評価(comprehensive geriatric assessment <CGA>)を実施できる。","高齢者総合機能評価(comprehensive geriatric assessment <CGA>)を実施できる。","高齢者総合機能評価（CGA）を実施できる。","ママ",2.0,"","高齢者総合機能評価（CGA）を実施できる。","","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","「高齢者総合機能評価(comprehensive geriatric assessment <CGA>)を実施できる。」ではだめ？","","","","","","",""
"人生の視点とアプローチ","壮年期・老年期","老年症候群（歩行障害・転倒、認知機能障害、排泄障害、栄養障害、摂食・嚥下障害等）について理解している。","Jkxpsu8","E-08-01-na-03","老年症候群（歩行障害・転倒、認知機能障害、排泄障害、栄養障害、摂食・嚥下障害等）の知識を臨床現場で活用できる。","老年症候群(歩行障害・転倒、認知機能障害、排泄障害、栄養障害、摂食・嚥下障害等)の知識を臨床現場で活用できる。","老年症候群（歩行障害・転倒、認知機能障害、排泄障害、栄養障害、摂食・嚥下障害等）の概念を説明できる。","老年症候群（歩行障害・転倒、認知機能障害、排泄障害、栄養障害、摂食・嚥下障害等）について理解している。","理解している、に変更",2.0,"","老年症候群（歩行障害・転倒、認知機能障害、排泄障害、栄養障害、摂食・嚥下障害等）について理解している。","修正","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","「個別の事例を分析できる」がやや漠然としているので、かっこを省略し、「老年症候群の視点から個別の事例を評価し、問題点を挙げ、その対応を説明できる」。","","","","","","",""
"人生の視点とアプローチ","壮年期・老年期","フレイル、サルコペニア、ロコモティブ・シンドロームの概念、その対処法、予防について理解している。","JkxpsvA","E-08-01-na-04","フレイル、サルコペニア、ロコモティブ・シンドロームの概念、その対処法、予防の知識を臨床現場で活用できる。","フレイル、サルコペニア、ロコモティブ・シンドロームの概念、その対処法、予防の知識を臨床現場で活用できる。","フレイル、サルコペニア、ロコモティブ・シンドロームの概念、その対処法、予防が説明できる。","フレイル、サルコペニア、ロコモティブ・シンドロームの概念、その対処法、予防について理解している。","理解している、に変更",2.0,"","フレイル、サルコペニア、ロコモティブ・シンドロームの概念、その対処法、予防について理解している。","修正","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","「個別の事例を分析できる」がやや漠然としているので、「〜を活用して、個別の事例を評価し、問題点を挙げ、その対応を説明できる」","","","","","","",""
"人生の視点とアプローチ","壮年期・老年期","国際生活機能分類（ICF）について理解している。","JkxpsvE","E-08-01-na-06,E-08-01-na-07,E-08-01-na-10","国際生活機能分類（ICF）の知識を臨床現場で活用できる。","国際生活機能分類（ICF） の知識を臨床現場で活用できる。","歩行障害・転倒の評価、鑑別診断を行い、原因に応じた転倒予防・リハビリテーションを説明できる。,口腔機能低下、摂食・嚥下障害の評価、鑑別診断を行い、原因に応じた治療・リハビリテーション、予防を実施できる。,高齢者の障害及び廃用症候群を説明でき、それらに対するリハビリテーションを説明できる。","国際生活機能分類（ICF）について理解している。","理解している、に変更",2.0,"","国際生活機能分類（ICF）について理解している。","修正","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","「国際生活機能分類（International Classification of Functioning, Disability and Health）の知識を活用し、リハビリテーションの視点から個別の事例を評価し、問題点を挙げ、対応を説明できる」","","","","","","",""
"人生の視点とアプローチ","壮年期・老年期","高齢者の栄養マネジメントについて理解している。","JkxpsvI","E-08-01-na-08","高齢者の栄養マネジメントの知識を臨床現場で活用できる。","高齢者の栄養マネジメントの知識を臨床現場で活用できる。","高齢者の栄養マネジメントを説明できる。","高齢者の栄養マネジメントについて理解している。","理解している、に変更",2.0,"","高齢者の栄養マネジメントについて理解している。","修正","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","「個別の事例を分析できる」がやや漠然としているので、「〜の視点で、個別の事例を評価し、問題点を挙げ、その対応を説明できる」。","","","","","","",""
"人生の視点とアプローチ","壮年期・老年期","日常生活動作（ADL）※に応じた介護と環境整備について理解している。","","","日常生活動作（ADL）※に応じた介護と環境整備の要点を概説できる。","日常生活動作<ADL>（排泄、摂食、入浴等）に応じた介護と環境整備の要点を概説できる。","","日常生活動作（ADL）※に応じた介護と環境整備について理解している。","ALDの説明に、（排泄、摂食、入浴等）の部分を追記するかどうか。",2.0,"","日常生活動作（ADL）※に応じた介護と環境整備について理解している。","","","","","","","","","","","","",""
"人生の視点とアプローチ","壮年期・老年期","","JkxpsvM","E-08-01-na-09","","削除：加齢に伴う薬物動態の変化、高齢者に対する薬物療法の注意点を踏まえ、適切な介入が実施できる。","加齢に伴う薬物動態の変化、高齢者に対する薬物療法の注意点を説明でき、ポリファーマシーの是正等適切な介入が実施できる。","","",2.0,"","","修正","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","8と重複しているので、統合してよいのでは","","","","","","",""
"人生の視点とアプローチ","終末期","死の概念と定義や生物学的な個体の死について理解している。","JkxpsvQ","E-09-01-na-01","死の概念と定義や生物学的な個体の死を説明できる。","死の概念と定義や生物学的な個体の死を説明できる。","死の概念と定義や生物学的な個体の死を説明できる。","死の概念と定義や生物学的な個体の死について理解している。","理解している、に変更",2.0,"","死の概念と定義や生物学的な個体の死について理解している。","新規","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","","","","","","","",""
"人生の視点とアプローチ","終末期","死に至る身体と心の過程の知識を活用して、患者や家族がもつ死生観を配慮できる。","JkxpsvY","E-09-01-na-06","死に至る身体と心の過程の知識を活用して、患者や家族がもつ死生観を配慮したコミュニケーションがとれる。","死に至る身体と心の過程の知識を活用して、患者や家族がもつ死生観を配慮したコミュニケーションがとれる。","死に至る身体と心の過程を説明できる。その個別性にも共感配慮できる。","死に至る身体と心の過程の知識を活用して、患者や家族がもつ死生観を配慮できる。","コミュとの混線を避けるためにコミュニケーションという文言を外しました",2.0,"","死に至る身体と心の過程の知識を活用して、患者や家族がもつ死生観を配慮できる。","修正","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","「個別の事例を分析できる」がやや漠然としているので、「〜活用して、患者や家族の死生観や心理に配慮したコミュニケーションがとれる」。","","","","","","",""
"人生の視点とアプローチ","終末期","人生の最終段階における医療（エンド・オブ・ライフ・ケア）について理解している。","Jkxpsvc","E-09-01-na-07","人生の最終段階における医療（エンド・オブ・ライフ・ケア）の知識を臨床現場で活用できる。","人生の最終段階における医療（エンド・オブ・ライフ・ケア）の知識を臨床現場で活用できる。","人生の最終段階における医療（エンド・オブ・ライフ・ケア）での患者とのコミュニケーション、頻度の高い苦痛とその対処法・ケアを説明できる。","人生の最終段階における医療（エンド・オブ・ライフ・ケア）について理解している。","",2.0,"","人生の最終段階における医療（エンド・オブ・ライフ・ケア）について理解している。","修正","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","「〜（エンド・オブ・ライフ・ケア）の知識を活用し、人生の最終段階にある患者に頻度の高い苦痛に対する対処法・ケアを提案できる。」コミュニケーションの要素を70に移動。","","","","","","",""
"人生の視点とアプローチ","終末期","小児の終末期の特殊性について理解している。","Jkxpsvg","E-09-01-na-08","小児の終末期の特殊性の知識を臨床現場で活用できる。","小児の終末期の特殊性の知識を臨床現場で活用できる。","水・補液、栄養管理を含む人生の最終段階における医療（エンド・オブ・ライフ・ケア）と小児の特殊性を説明できる。","小児の終末期の特殊性について理解している。","",2.0,"","小児の終末期の特殊性について理解している。","修正,下の項目と一部重複しているので、一部修正しました。","","査読者の「個別の事例を分析する」ことに関するコメントに際して、学修目標の動詞を修正しました。","","","「個別の事例を分析できる」がやや漠然としているので、「〜を活用して、個別の事例を評価し、問題点を挙げ、その対応を説明できる」","","","","","","",""
"人生の視点とアプローチ","終末期","意思決定（ACP）、事前指示書遵守（AD）、延命治療、DNAR、尊厳死と安楽死、治療の中止と差し控え等について理解している。","Jkxpsvk","E-09-01-na-09","人生の最終段階における医療（エンド・オブ・ライフ・ケア）での知識を意思決定（ACP）、事前指示書遵守（AD）、延命治療、DNAR、尊厳死と安楽死、治療の中止と差し控えの概念の知識を臨床現場で活用できる。","人生の最終段階における医療（エンド・オブ・ライフ・ケア）での知識を意思決定(Advance care planning（ACP))、事前指示(Advanced directive （AD))、延命治療、Do not attempt resuscitation <DNAR>、尊厳死と安楽死、治療の中止と差し控えの概念の知識を臨床現場で活用できる。","人生の最終段階における医療（エンド・オブ・ライフ・ケア）での本人の意思決定、事前指示、延命治療、Do not attempt resuscitation <DNAR>、尊厳死と安楽死、治療の中止と差し控えの概念を説明できる。","意思決定（ACP）、事前指示書遵守（AD）、延命治療、DNAR、尊厳死と安楽死、治療の中止と差し控え等について理解している。","日本語を修正。理解している、に変更",2.0,"","意思決定（ACP）、事前指示書遵守（AD）、延命治療、DNAR、尊厳死と安楽死、治療の中止と差し控え等について理解している。","修正","","査読者の「個別の事例を分析する」ことに関するコメントに際して、以下の学修目標の動詞を修正しました。","","","水分・栄養管理に必要な能力と意思決定に必要な能力は（一部重複しているとはいえ）同一ではないと思いますので、項目は増えますが、わけたほうがよいのでは？「エンド・オブ・ライフ・ケアにおける水・補液、栄養管理の知識を活用し、個別の事例において指導医とともに適切な全身管理ができる」。またACPは人生の最終段階における医療に限ったものではないので、「エンド・オブ・ライフ・ケアでの意思決定に関わる、ACP<Advance care planning>、事前指示(Advanced directive <AD>)、延命治療、Do not attempt resuscitation <DNAR>、尊厳死と安楽死、治療の中止と差し控えの概念の知識を活用して、個別の事例を評価し、問題点を挙げ、対応を説明できる」","","","","","","",""
"人生の視点とアプローチ","終末期","悲嘆のケア（グリーフケア）について理解している。","Jkxpsvo","E-09-01-na-10","悲嘆のケア（グリーフケア）の知識を臨床現場で活用できる。","悲嘆のケア（グリーフケア）の知識を臨床現場で活用できる。","患者の死後の家族ケア（悲嘆のケア（グリーフケア））を説明できる。","悲嘆のケア（グリーフケア）について理解している。","理解している、に変更",2.0,"","悲嘆のケア（グリーフケア）について理解している。","修正,家族に限らないので、家族ケアは修正してみましたがいかがでしょうか？（春田）","","悲観→悲嘆と変更し、「個別の事例を分析する」ことに関するコメントに関して、学習目標の動詞を修正しました。","","","通常グリーフは「悲観」ではなく「悲嘆」では。「患者の死後の家族の悲嘆のケア（グリーフケア）の知識を活用し、問題点を挙げ、対応を説明できる。」","","","","","","「悲観」を「悲嘆」に修正ください。",""
"社会の視点とアプローチ","医学的・文化的・社会的文脈における健康","患者の健康観や病いに対する価値観を理解したうえで、健康に関する知識※を活用し、健康問題に対する包括的アプローチを実践できる。","Jkxpsvs","B-04-01-na-02","患者の健康観や病いに対する価値観を理解したうえで、健康に関する知識※を活用し、健康問題に対する包括的アプローチを実践できる。","患者の健康観や病いに対する価値観を理解したうえで、健康に関する知識※を活用し、健康問題に対する包括的アプローチを実践できる。","病気・健康・医療・死をめぐる文化的な多様性を説明できる。","患者の健康観や病いに対する価値観を理解したうえで、健康に関する知識※を活用し、健康問題に対する包括的アプローチを実践できる。","ママ",2.0,"","患者の健康観や病いに対する価値観を理解したうえで、健康に関する知識※を活用し、健康問題に対する包括的アプローチを実践できる。","修正","ご指摘いただいた通り、冒頭に、「患者の健康観や病いに対する価値観を理解したうえで、」を付け加えました。※健康の知識：健康の定義、健康に関わる要因、健康寿命、健康生成論(サルトジェネシス)、ウェルビーイング、障害と疾病の概念と社会環境(機能障害、活動制限、参加制約、生活の質<QOL>、ノーマライゼーション、バリアフリー、ユニバーサルデザイン等は※にしました。","ご指摘いただいた通り、冒頭に、「患者の健康観や病いに対する価値観を理解するうえで、」を付け加えました。","","","何において（どのような臨床実践において）説明できるという能力が求められるのかを明確にしたほうがよいと思います。「患者の健康観や病いに対する価値観を理解する上で、〜」ではどうでしょうか。ユニバーサルデザインの後のかっことじは不要？","","","","","","",""
"社会の視点とアプローチ","医学的・文化的・社会的文脈における健康","患者が受療に至るまでにどのような過程があるかを生活者の視点から説明できる。","Jkxpsvw","","患者が受療に至るまでにどのような過程があるかを生活者の視点から説明できる。","患者が受療に至るまでにどのような過程があるかを生活者の視点から説明できる。","","患者が受療に至るまでにどのような過程があるかを生活者の視点から説明できる。","ママ",2.0,"","患者が受療に至るまでにどのような過程があるかを生活者の視点から説明できる。","新規","貴重なご意見をくださり、ありがとうございました。しかし今回本項目については変更しませんでした。理由は下記です。
・今回は実際の外来・入院患者の受療行動に限らず、民俗セクターや民間セクターも含め、一般的な受療行動としてどの様な過程があるかを学んで貰いたい、という意図で作成しています
・すなわち、「患者や家族に問う」という実臨床に限定したものでなく、当初の文言が適切と考えております","貴重なご意見をくださり、ありがとうございました。しかし今回本項目については変更しませんでした。理由は下記です。・今回は実際の外来・入院患者の受療行動に限らず、民俗セクターや民間セクターも含め、一般的な受療行動としてどの様な過程があるかを学んで貰いたい、という意図で作成しています。すなわち、「患者や家族に問う」という実臨床に限定したものでなく、当初の文言が適切と考えております。","","","それぞれ異なる過程があることを知ることができる能力が必要かと思いますので、「個別の患者が受療に至るまでにどのような過程があるかを、生活者の視点に立って患者や家族に問い、理解することができる」","","","","","","",""
"社会の視点とアプローチ","医学的・文化的・社会的文脈における健康","栄養やエネルギー代謝に関する知識や統計情報をもとに個人の栄養状態を評価でき、本人や家族の生活や価値観もふまえたうえで食生活の支援を計画できる。","Jkxpsv0","B-01-05-na-02","栄養やエネルギー代謝に関する知識や統計情報をもとに個人の栄養状態を評価でき、本人や家族の生活や価値観もふまえたうえで食生活の支援ができる。","栄養やエネルギー代謝に関する知識や統計情報をもとに個人の栄養状態を評価でき、本人や家族の生活や価値観もふまえたうえで食生活の支援ができる。","栄養、食育、食生活を説明できる。","栄養やエネルギー代謝に関する知識や統計情報をもとに個人の栄養状態を評価でき、本人や家族の生活や価値観もふまえたうえで食生活の支援を計画できる。","学生のレベルに合わせて「計画できる」としました",2.0,"","栄養やエネルギー代謝に関する知識や統計情報をもとに個人の栄養状態を評価でき、本人や家族の生活や価値観もふまえたうえで食生活の支援を計画できる。","修正","ご指摘ありがとうございます。査読者の方のご提案通りの修正案ですと、
・医学的・文化的・社会的文脈における健康の他の項目と比較すると医学的文脈に寄りすぎていると考えられる
・医学的文脈に寄せた項目については技能チームにも類似の項目がある
ように思いました。したがって本項目は、医学的・文化的・社会的文脈という広い文脈に沿った文言に修正することにしました。","ご指摘ありがとうございます。査読者の方のご提案通りの修正案ですと、
・医学的・文化的・社会的文脈における健康の他の項目と比較すると医学的文脈に寄りすぎていると考えられる
・医学的文脈に寄せた項目については技能チームにも類似の項目がある","","","「日本人の栄養状態や食生活、健康増進に関する病態生理（栄養素、エネルギー代謝）、基礎調査やガイドラインの知識を活用し、患者の身体計測、Body Mass Index (BMI)の計算および栄養状態の評価ができる。」","","","","","","",""
"社会の視点とアプローチ","医学的・文化的・社会的文脈における健康","身体活動・運動の知識や統計情報をもとに個人の生活活動を評価でき、本人や家族の生活や価値観も踏まえたうえで活動や運動の支援を計画できる。","Jkxpsv4","B-01-05-na-03","身体活動・運動の知識や統計情報をもとに個人の生活活動を評価でき、本人や家族の生活や価値観も踏まえたうえで活動や運動の支援ができる。","身体活動・運動の知識や統計情報をもとに個人の生活活動を評価でき、本人や家族の生活や価値観も踏まえたうえで活動や運動の支援ができる。","身体活動、運動を説明できる。","身体活動・運動の知識や統計情報をもとに個人の生活活動を評価でき、本人や家族の生活や価値観も踏まえたうえで活動や運動の支援を計画できる。","学生のレベルに合わせて「計画できる」としました",2.0,"","身体活動・運動の知識や統計情報をもとに個人の生活活動を評価でき、本人や家族の生活や価値観も踏まえたうえで活動や運動の支援を計画できる。","修正","","ご指摘ありがとうございます。査読者の方のご提案通りの修正案ですと、
・医学的・文化的・社会的文脈における健康の他の項目と比較すると医学的文脈に寄りすぎていると考えられる
・医学的文脈に寄せた項目については技能チームにも類似の項目がある","","","","","","","","","",""
"社会の視点とアプローチ","医学的・文化的・社会的文脈における健康","休養や心の健康について知識や統計情報をもとに評価し、本人や家族の生活や価値観も踏まえたうえで支援を計画できる。","Jkxpsv8","B-01-05-na-04","休養や心の健康について知識や統計情報をもとに評価し、本人や家族の生活や価値観も踏まえたうえで支援ができる。","休養や心の健康について知識や統計情報をもとに評価し、本人や家族の生活や価値観も踏まえたうえで支援ができる。","休養・心の健康（睡眠の質、不眠、ストレス対策、過重労働対策、自殺の予防）を説明できる。","休養や心の健康について知識や統計情報をもとに評価し、本人や家族の生活や価値観も踏まえたうえで支援を計画できる。","学生のレベルに合わせて「計画できる」としました",2.0,"","休養や心の健康について知識や統計情報をもとに評価し、本人や家族の生活や価値観も踏まえたうえで支援を計画できる。","修正","","ご指摘ありがとうございます。査読者の方のご提案通りの修正案ですと、
・医学的・文化的・社会的文脈における健康の他の項目と比較すると医学的文脈に寄りすぎていると考えられる
・医学的文脈に寄せた項目については技能チームにも類似の項目がある","","","","","","","","","",""
"社会の視点とアプローチ","医学的・文化的・社会的文脈における健康","喫煙や飲酒に関して、喫煙や飲酒による健康影響の知識や統計情報をもとに、本人や家族の生活や価値観を踏まえた評価や支援を計画できる。","JkxpswA","B-01-05-na-05","喫煙や飲酒に関して、喫煙や飲酒による健康影響の知識や統計情報をもとに、本人や家族の生活や価値観を踏まえた評価や支援ができる。","喫煙や飲酒に関して、喫煙や飲酒による健康影響の知識や統計情報をもとに、本人や家族の生活や価値観を踏まえた評価や支援ができる。","喫煙（状況、有害性、受動喫煙防止、禁煙支援）、飲酒（状況、有害性、アルコール依存症からの回復支援）を説明できる。","喫煙や飲酒に関して、喫煙や飲酒による健康影響の知識や統計情報をもとに、本人や家族の生活や価値観を踏まえた評価や支援を計画できる。","学生のレベルに合わせて「計画できる」としました",2.0,"","喫煙や飲酒に関して、喫煙や飲酒による健康影響の知識や統計情報をもとに、本人や家族の生活や価値観を踏まえた評価や支援を計画できる。","修正","","ご指摘ありがとうございます。査読者の方のご提案通りの修正案ですと、
・医学的・文化的・社会的文脈における健康の他の項目と比較すると医学的文脈に寄りすぎていると考えられる
・医学的文脈に寄せた項目については技能チームにも類似の項目がある","","","","","","","","","",""
"社会の視点とアプローチ","医学的・文化的・社会的文脈における健康","健康の社会的決定要因とアドボカシーについて理解している。","JkxpswE","B-01-06-na-02","健康の社会的決定要因とアドボカシーについて説明できる。","健康の社会的決定要因とアドボカシーについて説明できる。","社会構造（家族、コミュニティ、地域社会、国際化）と健康・疾病との関係（健康の社会的決定要因(social determinant of health)）を概説できる。","健康の社会的決定要因とアドボカシーについて理解している。","理解している、に変更",2.0,"","健康の社会的決定要因とアドボカシーについて理解している。","修正","ご指摘をふまえ、補足用語集に、アドボカシーについての説明を加えました。
※アドボカシーの補足用語集案：権利擁護。特に医師の教育の文脈では、「権利を行使できない状況にある人に代わり、その権利を代弁・擁護し、権利の実現を支援する」といった個人に対する権利擁護と「個人の権利を行使できないような状況に陥るに至った背景を改善するために社会的、経済的、教育的変化や政策の変更を促進するための行動」といった社会への働きかけの双方を含む (Acad Med. 2010;85:63–7.)。","ご指摘をふまえ、補足用語集に、アドボカシーについての説明を加えました。
※アドボカシーの補足用語集案：権利擁護。特に医師の教育の文脈では、「権利を行使できない状況にある人に代わり、その権利を代弁・擁護し、権利の実現を支援する」といった個人に対する権利擁護と「個人の権利を行使できないような状況に陥るに至った背景を改善するために社会的、経済的、教育的変化や政策の変更を促進するための行動」といった社会への働きかけの双方を含む (Acad Med. 2010;85:63–7.)。","","","","","","","","","アドボカシーが馴染みがないかもしれません。",""
"社会の視点とアプローチ","社会科学","人の言動の意味をその人の人生史・生活史や社会関係の文脈の中において検討することができる。","JkxpswI","B-04-01-na-05","人の言動の意味をその人の人生史・生活史や社会関係の文脈の中において検討することができる。","人の言動の意味をその人の人生史・生活史や社会関係の文脈の中において検討することができる。","人の言動の意味をその人の人生史や社会関係の文脈の中で説明することができる。","人の言動の意味をその人の人生史・生活史や社会関係の文脈の中において検討することができる。","ママ",2.0,"","人の言動の意味をその人の人生史・生活史や社会関係の文脈の中において検討することができる。","修正","","","","","","","","","","","",""
"社会の視点とアプローチ","社会科学","文化人類学・社会学(主に医療人類学・医療社会学)の視点で、患者やその家族と生活環境・地域社会・医療機関等との関係について説明できる。","JkxpswM","B-04-01-na-01,B-04-01-na-02,B-04-01-na-03,B-04-01-na-04","文化人類学・社会学（主に医療人類学・医療社会学）の視点で、患者やその家族と生活環境・地域社会・医療機関等との関係について説明できる。","文化人類学・社会学(主に医療人類学・医療社会学)の視点で、患者やその家族と生活環境・地域社会・医療機関等との関係について説明できる。","医療人類学や医療社会学等の行動科学・社会科学の基本的な視点・方法・理論を概説できる。,病気・健康・医療・死をめぐる文化的な多様性を説明できる。,自身が所属する文化を相対化することができる。,人々の暮らしの現場において病気・健康がどのようにとらえられているかを説明できる。","文化人類学・社会学（主に医療人類学・医療社会学）の視点で、患者やその家族と生活環境・地域社会・医療機関等との関係について分析できる。","説明できるから分析できるに変更",1.0,"別の学習項目の査読コメントで、「分析できる」は研究者に求められる項目ではないか、と指摘され、修正した経緯があります。ですので、上記と合わせると「理解している」にしてもよいと思いました。","文化人類学・社会学(主に医療人類学・医療社会学)の視点で、患者やその家族と生活環境・地域社会・医療機関等との関係について説明できる。","修正","※文化人類学・社会学(主に医療人類学・医療社会学)の視点：","（変更あり）査読者のコメントを踏まえ、、文化人類学・社会学(主に医療人類学・医療社会学)の視点を冒頭にもっていき、文章の前後を変えて最後は説明できるとしました。","","","技能194と統合し、「患者、家族、生活環境、地域社会、病院等の組織等について理解し【誰と？】共有するために、 量的研究のみならず、エスノグラフィ等の質的記述的研究の基本的な視点や方法(参与観察やインタビュー)を用いることができる。」","","用いることができる→概説できるで十分では？","","","","",""
"社会の視点とアプローチ","社会科学","文化人類学・社会学(主に医療人類学・医療社会学)の理論や概念を用いて、患者の判断や行動に関わる諸事象を説明できる。","JkxpswQ","B-04-01-na-04, C-05-06-04 ","文化人類学・社会学（主に医療人類学・医療社会学）の理論や概念を用いて、患者の判断や行動に関わる諸事象を説明できる。","文化人類学・社会学(主に医療人類学・医療社会学)の理論や概念を用いて、患者の判断や行動に関わる諸事象を説明できる。","人々の暮らしの現場において病気・健康がどのようにとらえられているかを説明できる。,{not found:  C-05-06-04 }","文化人類学・社会学（主に医療人類学・医療社会学）の理論や概念を用いて、患者の判断や行動に関わる諸事象を分析できる。","説明できるから分析できるに変更",1.0,"別の学習項目の査読コメントで、「分析できる」は研究者に求められる項目ではないか、と指摘され、修正した経緯があります。ですので、上記と合わせると「理解している」にしてもよいと思いました。","文化人類学・社会学(主に医療人類学・医療社会学)の理論や概念を用いて、患者の判断や行動に関わる諸事象を説明できる。","修正","","病人役割などが特定化されるため、文化人類学・社会学(主に医療人類学・医療社会学)の理論や概念を用いて、を冒頭に置き、社会的な諸事象は社会に移しました。","","","","","","","","","",""
"","","","JkxpswU","","","","",75.0,"","","","","","","","","","","","","","","","",""
